Filename,Component,Height,Width
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,23
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,23
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,54,22
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,37
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,41
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,61,32
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,60,34
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,57,31
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,60,28
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,59,25
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,54,26
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,29,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,66,32
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,34,58
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,30,60
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,37,68
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,60,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,36,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,59,33
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,30,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,35,56
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,32,58
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,59,30
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,57,27
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,59,30
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,35,59
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,25,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,28,58
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,57,30
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,55,25
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,21
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,1,60,26
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,27,56
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,73,35
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,71,36
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,56,26
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,55,26
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,31,59
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,33,52
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,60,30
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,56,34
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,30,55
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,54,31
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,61,35
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,58,30
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,32,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,80,39
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,33,56
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,30,56
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,28,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,29,57
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,31,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,35,60
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,74,38
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,38,76
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,59,33
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,25,58
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,32,60
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,28,59
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,26,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,0,31,55
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,58,32
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,36,59
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,33,57
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,37,60
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,56,48
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,48,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,44,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,41,40
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,37,38
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,44,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,39,42
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,55
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,45
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,55,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,54,54
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,56,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,40,40
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,39,37
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,41,48
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,56
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,37,41
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,55
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,55,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,47
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,45,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,56,52
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,114,72
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,42,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,46,46
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,48,45
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,55,47
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,47
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,38,39
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,48
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,45,47
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,44
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,36,41
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,40,40
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,48
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,40,42
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,54,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,39,37
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,37,33
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,36,38
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,44,39
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,45
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,48,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,46,48
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,48,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,53,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,47,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,50,49
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,52,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,50
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,51
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,51,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,49,53
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,3,747,750
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,39,38
../../DATASET/WACV_PCB/yolo_training/train/HackRF.txt,4,85,80
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,147,148
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,144,146
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,191,193
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,54,58
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,3,309,273
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,30
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,29
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,12
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,37,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,37,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,37,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,59,142
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,1,19,50
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,18,30
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,50,142
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,60,56
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,148,146
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,147,145
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,63,63
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,27,49
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,852,959
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,20,47
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,61,58
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,55,54
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,110,77
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,144,146
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,372,98
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,275,185
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,188,191
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,59,63
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,22,48
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,19,51
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,17,36
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,52,53
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,18,45
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,56,61
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,54,54
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,23,50
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,59,60
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,19,37
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,3,641,642
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,1,17,52
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,50,143
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,11,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,50,49
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,58,113
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,3,276,311
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,11,30
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,30,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,37,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,13
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,11,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,31
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,4,57,58
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,13,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,16,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,15,36
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,14,35
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,30,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,30,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,33,16
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML365_Top.txt,0,34,14
